Judul,Label
pembinaan pemain muda melalui akademi sepak bola,0
pembelajaran adaptif sebagai inovasi strategi pembelajaran bagi anak usia dini,1
jenis jenis konflik dalam organisasi,0
pembuatan sistem rekomendasi menggunakan decision tree dan clustering,1
pengembangan autoai model generatif analisis kompleksitas waktu algoritma untuk data multisensor iot pada nodered menggunakan extreme learning,1
pemanfaatan smart contract dalam transformasi supply chain melalui teknologi blockchain,1
dampak kecanduan internet internet addiction pada remaja,0
analisis semiotik charles sanders pierce pada novel garis waktu karya fiersa besari,0
optimasi pengalaman pengguna penilaian otomatis dan pencegahan kecurangan ujian online,1
pengenalan aktivitas manusia menggunakan perangkat wearable dan deep learning,1
penggunaan web crawler untuk menghimpun tweets dengan metode preprocessing text mining,1
pengaruh kemiskinan terhadap tindak kriminalitas di kota bekasi,0
konsep kota pintar dalam penerapan sistem pembayaran menggunakan kode qr pada pemesanan tiket elektronik,1
perspektif feminis dalam media komunikasi film wacana kritis perjuangan keadilan gender dalam film three billboard outside,0
manajemen krisis kfc mojokerto dalam menghadapi pemboikotan produk berafiliasi israel,0
penggunaan artificial intelligence ai sebagai strategi kompetitif di media televisi tvone,1
peran pendidikan agama islam dalam pembentukan karakter bangsa di era globalisasi,0
pengenalan ecobrick di sekolah sebagai upaya penanggulangan masalah sampah,0
kajian yuridis penerapan unsur merugikan keuangan negara dalam penegakan hukum tindak pidana korupsi,0
rekayasa perangkat lunak pemesanan tiket bioskop berbasis web,1
analisis kritik sosial dalam puisi ibu kami karya joko pinurbo,0
tinjauan hukum islam terhadap terjadinya fluktuasi harga saham dan pengaruh pada perusahaan perbankan,0
strategi komunikasi resiko bencana bagi upaya penanggulangan bencana daerah studi pemetaan resiko bencana di kabupaten bengkulu tengah,0
tata kelola perlindungan data pribadi di era metaverse telaah yuridis undangundang perlindungan data pribadi,0
implementasi algoritma you only look once yolo untuk deteksi korban bencana alam,1
evaluasi usability pada aplikasi bni mobile banking dengan menggunakan metode usability testing dan system usability scale sus,1
dampak penggunaan artificial intelligence pada keamanan siber sebuah kajian terhadap potensi keuntungan dan ancaman,1
klasifikasi teks mining terhadap analisa isu kegiatan tenaga lapangan menggunakan algoritma knearest neighbor knn,1
analisis pengolahan sinyal radar frequency modulated continuous wave untuk deteksi target,1
urgensi pendidikan nilai untuk aceh damai berkelanjutan,0
konsep data mining dan penerapan,1
optimasi training neural network menggunakan hybrid adaptive mutation psobp,1
peran ai terhadap kinerja industri kreatif di indonesia,1
peran media massa nasional dalam politik internasional,0
efektifitas pupuk bersubsidi terhadap peningkatan produktivitas padi sawah,0
perbandingan metode jaringan syaraf tiruan backpropagation dan learning vector quantization pada pengenalan wajah,1
strategi guru agama islam dalam mengatasi kesulitan belajar alquran peserta didik di smp negeri binuang kab polewali mandar,0
penerapan kriptografi caesar chiper dalam pengamanan data,1
hubungan pola asuh otoriter orang tua dengan perilaku bullying pada remaja,0
sejarah perkembangan bahasa indonesia ditinjau dari prespektif sejarah bangsa indonesia,0
pengaruh literasi keuangan terhadap gaya hidup konsumtif dengan kontrol diri sebagai variabel moderasi studi pada mahasiswa,0
dampak pupuk organik dan anorganik terhadap perubahan sifat kimia tanah dan produksi tanaman padi oriza sativa l,0
dampak sosial dan keamanan masyarakat hiroshima nagasaki pasca dijatuhkanya bom atom tahun 1945,0
potensi penerapan teknologi digital twin pada industri pertanian dan pangan di indonesia sebuah tinjauan literatur,1
kekerasan seksual dan perlindungan anak,0
dampak urbanisasi dalam kehidupan masyarakat kota,0
proses nitrifikasi dengan sistem biofilter untuk pengolahan air limbah yang mengandung amoniak konsentrasi tinggi,0
perilaku konsumen halal peluang usaha generasi milenial pasca pandemi di kota palu,0
identifikasi faktor penentu kesiapan daerah di indonesia untuk berpartisipasi dalam masyarakat ekonomi asean studi kasus kalimantan timur,0
komunikasi krisis dalam organisasi analisis naratif tentang pengelolaan konflik internal,0
sistem penjadwalan otomatis kuliah mahasiswa,1
efektivitas penggunaan teknologi ai dalam pembelajaran bahasa inggris,1
variasi bahasa dalam program latihan renang di kota madiun kajian sosiolinguistik,0
sistem pengembangan bahasa isyarat untuk berkomunikasi dengan penyandang disabilitas tunarungu,1
pengaruh meditasi terhadap hipertensi pada lansia di banjar angkling desa bakbakan wilayah kerja puskesmas gianyar ii the effect of meditation on,0
meningkatkan rekomendasi menggunakan algoritma perbedaan topik,1
pelatihan pembuatan ecobrick sebagai upaya dalam penanggulangan sampah plastik di smkn 2 sumbawa besar,0
optimalisasi manajemen risiko pada proyek konstruksi untuk meningkatkan efisiensi waktu dan pengendalian biaya,0
model pembelajaran olahraga renang anak usia dini literature review,0
analisis dampak perubahan iklim terhadap produksi beras provinsi sulawesi utara tahun 2013 2030,0
analisis kebutuhan pengembangan modul pembelajaran bahasa indonesia berdiferensiasi berbasis kearifan lokal,0
model pendidikan karakter bagi anak berkebutuhan khusus,0
rancang bangun robot beroda dengan object tracking sebagai dasar pengendalian gerakan robot,1
pengembangan sistem keuangan sekolah berbasis teknologi untuk mendukung transformasi society 50,1
jaringan syaraf tiruan untuk memprediksi laju pertumbuhan penduduk menggunakan metode bacpropagation studi kasus di kota bengkulu,1
analisis kinerja dan peningkatan kecepatan deteksi kendaraan dalam sistem pengawasan video dengan metode yolo,1
penyelesaian sengketa pada masyarakat hukum adat urug melalui studi etnografi,0
perancangan dan implementasi protokol mqtt pada sistem parkir cerdas berbasis iot,1
relevansi pemikiran dan karya arsitektur tadao ando dalam perspektif fenomenologi,0
penggunaan teknologi blockchain dalam bidang pendidikan,1
implementasi devops pada pengembangan aplikasi android pendeteksi kualitas beras berbasis machine learning,1
peran kecerdasan buatan dalam pengembangan sistem otomatisasi proses bisnis,1
implementasi secure multiparty computation menggunakan metode shamir secret sharing pada pengamanan dokumen digital rahasia,1
implementasi pembelajaran pada program studi independen bidang machine learning di pt dicoding akademi indonesia,1
pengembangan aplikasi mobile tanggap bencana di kab bengkalis menggunakan framework flutter,1
peranan audit berbasis it dalam mendeteksi indikasi fraud pada era transformasi digital,1
inovasi digital dalam sektor publik studi deskriptif tentang value added inovasi pelayanan kesehatan,1
analisis keamanan pada teknologi blockchain,1
pengaruh aktivitas organisasi dan kemandirian belajar terhadap prestasi belajar biologi,0
pembelajaran aktif kreatif dan mandiri pada mata kuliah algoritma dan pemrograman,1
aplikasi internet of things iot dengan arduino dan android membangun smart home dan smart robot berbasis arduino dan android,1
penerapan interaksi manusia dan komputer pada antarmuka sistem informasi akademik,1
pengembangan game edukasi berbasis android untuk meningkatkan hassil belajar siswa di sekolah dasar,1
tinjauan yuridis tentang penerapan ancaman pidana mati dalam tindak pidana korupsi,0
pengaruh kepemimpinan transformasional terhadap kinerja pegawai melalui kepuasan kerja pada badan pengelola pajak dan retribusi daerah bpprd kota,0
rancang bangun sistem smart trafic light deteksi suara sirine kendaraan darurat metode dtw studi kasus sirine pemadam kebakaran,1
pelatihan pemenuhan gizi seimbang di komunitas wahana keluarga cerebral palsy wkcp,0
otoritarianisme sayap kanan rwa sebagai prediktor rasisme simbolik mahasiswa etnis jawa fmipa terhadap mahasiswa etnis papua di universitas negeri malang,0
purwarupa sistem deteksi objek waktunyata berbasis layanan pesan singkat,1
pengembangan keterampilan menulis siswa sman 1 semaka melalui web sekolah,1
klasifikasi jenis kejadian menggunakan kombinasi neuroner dan recurrent convolutional neural network pada data twitter,1
manifestasi nilai kemanusiaan dalam cerpen kontemporer dan relevansinya sebagai materi,0
pengenalan viseme dinamis bahasa indonesia menggunakan convolutional neural network,1
penggunaan reduplikasi dalam cerita pendek pelajaran mengarang oleh seno gumira ajidarma analisis morfologi,0
penerapan zeroshot learning untuk analisis sentimen pada destinasi pariwisata indonesia,1
pengaruh kedisiplinan belajar terhadap prestasi belajar bahasa indonesia pada siswa sekolah dasar,0
perancangan komik edukasi mengenal dinosaurus untuk anakanak umur 912 tahun di denpasar,0
implementasi logika fuzzy pada sistem kecerdasan buatan,1
mengolah kata menyembuhkan luka pentingnya bahasa indonesia dalam hal komunikasi praktik kedokteran,0
penerapan metode konvolusi dalam pengolahan citra digital,1
aplikasi virtual air kendang berbasis augmented reality dengan menggunakan pendekatan object tracking,1
sistem monitoring gerakan situp berbasis data sensor accelerometer dan gyroscope menggunakan algoritma knearest neighbor pada nodemcu esp8266,1
evaluasi kebijakan lingkungan terhadap emisi gas rumah kaca di indonesia,0
keuangan terdesentralisasi defi dan teknologi keuangan fintech syariah dalam sistem keuangan abad 21,1
kompetensi komunikasi antar budaya di era revolusi industri 40,0
perlindungan hukum terhadap pasien atas korban malpraktek kedokteran,0
analisis sentimen publik terhadap polusi udara di kota jakarta perbandingan algoritma support vector machine naive bayes dan random forest,1
pelatihan pembuatan video pembelajaran berbasis filmora dalam rangka optimalisasi kegiatan belajar mengajar menuju implementasi kurikulum merdeka di kkg,0
inovasi internet of things pada sektor pertanian pendekatan analisis scientometrics,1
optimalisasi penjadwalan karyawan paruh waktu berdasarkan nilai fitness terbaik menggunakan algoritma genetika,1
analisis kepuasan pengguna website manajemen informatika dengan metode eucs berbasis cms,1
optimasi algoritma nave bayes dengan menggunakan algoritma genetika untuk prediksi kesuburan fertility,1
sistem pengamanan data menggunakan kriptografi aes dan blockchain berbasis android,1
implementasi algoritma deep learning pada aplikasi speech to text online dengan metode recurrent neural network rnn,1
computer vision dan yolo menggali potensi computer vision dan implementasi yolo untuk pertanian pintar,1
pengaruh kepemimpinan transformasional terhadap kinerja pegawai pada kantor kecamatan cengkareng jakarta barat,0
penyimpangan maksim kualitas dan kuantitas dalam humor sutra di tabloid mantra,0
pendeteksian sarkasme pada proses analisis sentimen menggunakan random forest classifier,1
pemanfaatan komputasi awan cloud computing pada bidang pendidikan,1
deteksi objek bahasa isyarat alfabet bisindo menggunakan deep learning dan arsitektur yolo,1
penerapan artificial intelligence ai dalam proses pembelajaran bahasa indonesia pada siswa kelas xii di sma hang tuah tarakan,1
komputasi awan cloud computing perpustakaan pertanian,1
peramalan jumlah permintaan produksi menggunakan metode jaringan syaraf tiruan jst backpropagation,1
gambaran citra tubuh pada wanita dewasa awal yang mengalami obesitas,0
studi literatur penerapan deep learning dalam analisis citra medis di indonesia,1
kekerasan seksual pada anak,0
penegakan hukum terhadap perlindungan anak di indonesia kajian normatif atas bekerjanya hukum dalam masyarakat,0
sistem presensi pegawai berbasis visi komputer,1
analisis aspek keamanan informasi data pasien pada penerapan rme di fasilitas kesehatan,1
penerapan data mining menggunakan algoritma kmeans clustering dalam evaluasi hasil pembelajaran siswa,1
manajemen konflik dalam pendidikan islam dan problematikanya studi kasus di fakultas dakwah uinsuka yogyakarta,0
systematic literature review analisis penerapan kecerdasan buatan dalam bidang kesehatan,1
analisis peran guru dalam pembentukan pendidikan karakter siswa kelas iv sekolah dasar,0
pengolahan data geolistrik dengan metode schlumberger,1
energi bersih dan ramah lingkungan dari biomassa untuk mengurangi efek gas rumah kaca dan perubahan iklim yang ekstrim,0
pengenalan entitas bernama menggunakan bilstm pada chatbot bahasa indonesia,1
pengaruh kedisiplinan terhadap hasil belajar siswa kelas iv sekolah dasar negeri landungdari 1 kota malang,0
pengantar logika informatika algoritma dan pemrograman komputer,1
pengembangan sistem prediksi harga pasar properti menggunakan big data platform,1
implementasi dan analisis performansi metode you only look once yolo sebagai sensor pornografi pada video,1
skrining tingkat adiksi pornografi siswa smp dan sma tahun 2017,0
sentimen analisis makan bergizi gratis menggunakan algoritma naive bayes,0
deteksi objek menghitung pohon kelapa sawit menggunakan metode deep learning,1
tinjauan teologis terhadap wacana penerapan hukuman mati bagi pelaku tindak pidana korupsi di indonesia,0
perancangan kampanye sosial untuk meningkatkan kesadaran remaja mengenai rasisme di indonesia,0
analisis sentimen terhadap program makan bergizi gratis menggunakan algoritma machine learning pada sosial media x,0
sistem deteksi citra makanan dan estimasi kandungan kalori menggunakan deep learning untuk mengatur asupan kalori pada,1
dinamika korupsi dan upaya penanggulangannya di indonesia kajian hukum dan sosial,0
pengembangan sistem pemantauan dan peringatan dini parameter lingkungan mikro dalam rumah kaca berdasarkan pendekatan logika fuzzy berbasis teknologi,1
pengembangan modul preprocessingteks untuk kasus formalisasi dan pengecekan ejaan bahasa indonesia pada aplikasi web mining simple solution wmss,1
pendekatan feminisme dalam analisis cerpen kunangkunang dalam bir karya djenar maesa ayu,0
perancangan sistem pengolahan big data untuk analisis prediktif dalam bisnis dan industri,1
peran spiritualitas dalam meningkatkan kesejahteraan psikologis pada generasi z,0
teknik analisis data dalam research and development,1
penanggulangan pencemaran sampah plastik di laut berdasarkan hukum internasional,0
pemanfaatan artificial intelligence ai dalam meningkatkan kompetensi pembelajaran gramatikal tarjamah dan muhadatsah di perguruan tinggi,1
evaluasi manajemen keamanan informasi menggunakan indeks keamanan informasi kami pada jaringan studi kasus uin sunan kalijaga yogyakarta,1
pengaruh kompetensi terhadap kinerja dalam upaya mewujudkan integrasi kompetensi hard skill soft skill lulusan akuntansi,0
faktorfaktor penyebab terjadinya vandalisme suporter sepakbola di indonesia studi kasus pada suporter la mania lamongan,0
pengukuran kualitas citra digital computed radiography menggunakan program pengolah citra,1
penerapan algoritma kmeans untuk analisis prestasi akademik mahasiswa fakultas ilmu komputer universitas klabat,1
pengaruh efektivitas pengalaman program magang dan emotional intelligence terhadap kesiapan kerja melalui motivasi kerja,0
pancasila sebagai landasan moral dalam menghadapi rasisme di indonesia,0
pengembangan sistem kemudi atomatis pada traktor pertanian menggunakan navigasi gps,1
legalitas dan efektivitas penggunaan teknologi blockchain terhadap smart contract pada perjanjian bisnis di masa depan,1
korelasi antara asupan gizi melalui program sekolah dan kemampuan kognitif siswa,0
pendidikan seni musik tradisional manggarai dan pembentukan kecakapan psikomotorik anak,0
implementasi machine learning pada sistem prediksi kejadian dan lokasi patah rel kereta api di indonesia,1
implementasi kebijakan rencana tata ruang wilayah rtrw dalam perspektif pembangunan berkelanjutan,0
pengaruh kepemimpinan transformasional dan kepemimpinan transaksional terhadap kinerja pegawai dengan locus of control sebagai variabel moderating,0
peranan gaya kepemimpinan dalam penyelesaian konflik organisasi pada bagian pemasaran dan bagian penagihan di kantor bina,0
analisis jaringan syaraf tiruan untuk prediksi volume ekspor dan impor migas di indonesia,1
pengaruh edukasi mpasi menggunakan media booklet terhadap peningkatan pengetahuan mpasi pada ibu bayi usia 06 bulan,0
keamanan jaringan cloudnative dan implementasi solusi keamanan menggunakan cloud computing,1
kebijakan olahraga nasional menuju indonesia emas tahun 2045,0
identifikasi keanekaragaman serangga di berbagai tipe penggunaan lahan studi kasus identifikasi serangga,0
analisis sentimen putusan mahkamah konstitusi terhadap batas usia capres dan cawapres menggunakan indobert,1
peran pekerja sosial sebagai konselor terhadap atlet penyandang disabilitas dalam meningkatkan motivasi untuk meraih prestasi,0
edukasi stunting editing sebagai upaya peningkatan pengetahuan gizi ibu di wilayah banten,0
program makan bergizi gratis mbg dalam perspektif keadilan sosial dan dinamika sosialpolitik,0
dampak perubahan iklim terhadap sektor pertanian padi,0
pengembangan sistem informasi pemantauan alat kesehatan untuk mendukung penjaminan mutu pelayanan kesehatan di balai kesehatan indera masyarakat,1
analisis kesenjangan sosial di sekolah perspektif sosiologi pendidikan islam studi kasus di sdn bhayangkara yogyakarta,0
efektivitas edukasi gizi menggunakan media flashcard dan powerpoint terhadap pengetahuan sikap dan perilaku gizi seimbang pada siswa sekolah dasar,0
analisis dampak perubahan iklim terhadap pola pertumbuhan dan produktivitas tanaman gandum,0
pengantar algoritma dan pemrograman,1
klasifikasi serangan jaringan menggunakan support vector machine untuk investigasi forensik jaringan,1
hubungan status gizi dengan perkembangan motorik pada anak usia 35 tahun,0
peran artificial intelligence dalam meningkatkan efisiensi dan efektifitas sistem pendidikan,1
kecerdasan buatan sebagai konsep baru pada perpustakaan,1
fenomena artificial intelligence ai,1
valuasi ekosistem mangrove di pesisir kayong utara kalimantan barat,0
pembelajaran berbasis stem melalui pelatihan robotika,1
penerapan augmented reality sebagai media pembelajaran hewan langka di lindungi di indonesia,1
interaksi komunikasi antar budaya masyarakat lokal dan transmigran di desa ambalutu kecamatan buntu pane kabupaten asahan,0
segmentasi citra keretakan dinding beton menggunakan teknik perbandingan evaluasi metrik,1
kesenjangan sosialekonomi pasca pandemi covid19 analisis kritis terhadap penyebab dan dampaknya pada masyarakat di indonesia,0
diseminasi penelitian spiritualitas dan kesejahteraan psikologis,0
eksplorasi media seni rupa dua dimensi menggunakan mika akrilik,0
optimalisasi penggunaan bahasa isyarat dengan sibi dan bisindo pada mahasiswa difabel tunarungu di prodi pgmi uin sunan kalijaga,0
meneliti bahasa isyarat dalam perspektif variasi bahasa,0
pengaruh media sosial terhadap gaya hidup mahasiswa iain metro,0
pengembangan dashboard trivy berbasis website menggunakan react js dan golang,1
sistem pengenalan gerak kepala sebagai navigasi kursi roda pintar dengan menggunakan metode yolov5 berbasis tx2,1
analisis malware secara hybrid untuk pembuatan indicator of compromise ioc berdasarkan structured threat information expression stix versi 21,1
pengaruh load balancing pada pemrosesan paralel untuk kompresi video,1
implementasi model transfer learning efficientnet untuk pendeteksian bahasa isyarat indonesia bisindo pada perangkat android,1
penerapan iot untuk sistem pemantauan lampu penerangan jalan umum,1
pembuatan sistem visual question answering berbasis web untuk mendukung pembelajaran visual anak tk berbahasa indonesia menggunakan deep learning,1
klasifikasi berita hoax pilpres menggunakan metode modified knearest neighbor dan pembobotan menggunakan tfidf,1
analisis kerja sama indonesiasingapura dalam penerbangan flight information region fir di kepulauan riau tanjung pinang dan,0
faktorfaktor yang berhubungan dengan kepatuhan aktivitas fisik penderita dm untuk pencegahan komplikasi di wilayah kerja puskesmas rowosari kota semarang,0
pengembangan sistem untuk memonitoring kondisi fisiologi melalui biometric suhu detak jantung dan kelembaban pengguna elearning berbasis internet of,1
penggunaan media sosial sebagai representase gaya hidup mahasiswa,0
sosialisasi penerapan metode pembelajaran steam pada kurikulum k13,0
gambaran kesejahteraan psikologis siswa kelas besar sekolah dasar dan implikasinya terhadap program mindfulness berbasis sekolah,0
pengembangan sistem informasi penjadwalan mata kuliah berbasis web di fakultas teknik universitas negeri makassar,1
implementasi sistem pembayaran realtime bertenaga ai,1
manfaat teknologi nuklir sebagai energi listrik alternatif masa depan,0
tinjauan literatur optimalisasi penggunaan kecerdasan buatan pada perancangan antarmuka ecommerce,1
optimalisasi penggunaan personal assistant berbasis artificial intelligence dalam mendukung produktivitas kerja sekretaris di perusahaan,1
penerapan model knearest neighbors dalam klasifikasi kebutuhan daya listrik untuk masingmasing daerah di kota lhokseumawe,1
klasifikasi dan volume kendaraan bina marga dari rekaman video lalulintas dengan metode artificial intelligenceyolo v8 pada,1
etika profesi hakim dalam perspektif hukum islam studi analisis terhadap kode etik profesi hakim,0
politik identitas dalam kampanye politik ganjar pranowo menjelang pilpres 2024,0
kesejahteraan psikologis ditinjau dari spiritualitas siswa di lembaga pendidikan berbasis agama pesantren dan non pesantren,0
pengaruh aplikasi pupuk kandang dan sistim tanam terhadap hasil varietas unggul padi gogo pada lahan kering masam di lampung,0
strategi pengembangan jaringan transportasi darat kabupaten brebes,1
deep learning dengan metode lstm long shortterm memory untuk pemodelan kelakuan dinamik sistem distilasi menggunakan,1
desain visual display produk streetwear afterwentyone sebagai media promosi,0
pengembangan sistem informasi laporan keuangan digital berbasis web untuk efisiensi manajemen keuangan,1
konsep diri homoseksual di kalangan mahasiswa di kota semarang studi kasus mahasiswa homoseksual di kawasan simpanglima semarang,0
tinjauan pustaka sistematis penerapan metode fuzzy image processing pada computer vision,1
penelitian egovernment di propinsi jawa barat kajian pustaka sistematis,1
pengaruh pupuk organik dan teknik budidaya terhadap produksi padi dan ikan pada sistem mina padi,0
faktor penyebab dan penanggulangan tindak pidana penyalahgunaan narkotika yang dilakukan di kalangan mahasiswa studi kasus di polresta padang,0
identitas masyarakat urban hypethrift di kota surabaya,0
representasi ketidakadilan gender dalam film studi analisis isi kualitatif mengenai marginalisasi subordinasi stereotip kekerasan fisik kekerasan nonfisik dan,0
pengaruh tren mode berkain pada generazi z terhadap upaya revitalisasi dan aktualisasi identitas budaya dalam perspektif etika,0
kampanye memperbaiki citra olahraga biliar di indonesia,0
efektivitas intervensi pendidikan gizi pada program suplementasi besi terhadap pengetahuan sikap dan perilaku,0
efektivitas pendidikan gizi dengan aplikasi berbasis android terhadap pengetahuan serta konsumsi sayur dan buah remaja,0
dampak penggunaan artificial intelligence bagi pendidikan tinggi,1
penggunaan jaringan syaraf tiruan backpropagation untuk seleksi penerimaan mahasiswa baru pada jurusan teknik komputer di politeknik negeri sriwijaya,1
pengaruh penggunaan media sosial terhadap perilaku belajar siswa pada mata pelajaran ekonomi di sma muhammadiyah 4 kota bengkulu,0
teknologi artificial intelligence dalam analisis sentimen studi pada perusahaan kata ai,1
pengaruh penyuluhan dan pemberian leaflet pada ibu terhadap pengetahuan persepsi dan penyimpanan antibiotik di kelurahan beji dan pancoran mas kota,0
pembentukan model recurrent neural network dan connectionist temporal classification pada pengenalan kata tulisan tangan offline,1
alih fungsi bangunan terbengkalai menjadi cafe untuk meningkatkan perekonomian dengan pendekatan adaptive reuse,0
penerapan web walkers sebagai media informasi untuk perbandingan manual brewing coffee di indonesia,1
peluang dan tantangan penerapan cloud computing komputasi awan sebagai solusi automasi kerjasama antar perpustakaan,1
filsafat pendidikan ki hajar dewantara sebagai landasan pendidik di era digital,0
analisis sentimen berbasis aspek dan deteksi emosi pada coffee shop palangka raya menggunakan deep learning,1
globalisasi sebuah skenario mutakhir kapitalisme dalam tinjauan perspektif islam,0
penggunaan artificial intelligence ai untuk inventory deteksi kerusakan bangunan rumah pasca kejadian bencana alam,1
hubungan konsumsi minuman manis dengan kejadian gizi lebih pada remaja di kota yogyakarta,0
pengembangan sistem pembersih otomatis dengan penjadwalan terprogram dalam mengoptimalkan penyerapan sinar matahari pada panel suryarifqi al ihsan,1
pola pembinaan prestasi pusat pendidikan dan latihan pelajar pplp sepak takraw putra jawa tengah tahun 2013,0
aplikasi rumah pintar smart home pengendali peralatan elektronik rumah tangga berbasis web,1
pengembangan dashboard sistem pemantauan lingkungan eennos kondisi suhu dan udara dan kelembaban di kota surakarta,1
pandemi covid19 dan dampaknya terhadap perilaku konsumen di indonesia,0
pengolahan citra digital untuk menentukan kadar asam askorbat pada buah dengan metode titrasi iodimetri,1
pelatihan pembuatan video dengan ai untuk pemudapemudi gpsi medan utara,1
air sumber kehidupan tinjauan kimia air dalam alquran,0
implementasi deep learning untuk image classification menggunakan algoritma convolutional neural network cnn pada citra wayang golek,1
kepribadian proaktif dan niat berwirausaha mahasiswa dampak dukungan akademik dan pendidikan kewirausahaan bagi generasi z,0
etika profesi dalam perspektif hukum tantangan dan implementasi,0
naive bayes classification untuk prediksi cacat perangkat lunak,1
augmented reality untuk meningkatkan keterampilan menulis berbicara keterampilan berpikir kritis dalam pembelajaran bahasa indonesia kelas v sd xyz,1
kesejahteraan psikologis ditinjau dari ketangguhan dan spiritualitas pada mahasiswa kedokteran universitas sebelas maret,0
sistem penjadwalan perkuliahan menggunakan algoritma genetika studi kasus pada jurusan teknologi informasi fakultas teknik universitas tadulako,1
pengembangan model named entity recognition untuk pengenalan entitas pada data obat indonesia,1
segmentasi citra digital ikan menggunakan metode thresholding,1
pengaruh pelatihan dan motivasi kerja terhadap kinerja karyawan cv haragon surabaya,0
pengaruh kedisiplinan siswa di sekolah terhadap prestasi belajar siswa teknik pendingin,0
penerapan model investigasi forensik komputer umum dalam analisis forensik video cctv,1
kesesuaian kawasan lahan pertanian pangan berkelanjutan dengan rencana tata ruang wilayah di kabupaten sumenep,0
minat siswa pada ekstrakurikuler olahraga futsal,0
metode scalping dalam trading saham menggunakan analisis teknikal menurut hukum islam,0
efektivitas pelatihan pengelolaan kecemasan terhadap kecemasan berkompetisi pada atlet bulu tangkis remaja,0
analisis faktor peningkatan angka kriminalitas di meksiko pada pemerintahan phelipe calderon tahun 20062,0
analisa distance metric algoritma knearest neighbor pada klasifikasi kredit macet,1
pengembangan aplikasi buku saku berbasis android sebagai media pembelajaran hukum kesehatan di akademi farmasi surabaya,1
pengelolaan tenaga pendidik guru di rural area,0
identifikasi kendaraan bermotor pada dashcam mobil menggunakan algoritma yolo,1
tidur nyenyak di usia senja panduan intervensi non farmakologi untuk lansia,0
analisis deep ecology arne naess terhadap pembangunan ibu kota nusantara untuk melindungi ekosistem dan pembangunan berkelanjutan,0
pengaruh aktivitas fisik terhadap tekanan darah pada usia lanjut 6074 tahun,0
efektifitas terapi murottalquran dan musik klasik terhadap tingkat kecemasan ibu bersalin di bpm teti herawati palembang,0
analisis kelayakan buku ajar milenial berbasis augmented reality ar sebagai media pembelajaran teks prosedur di magelang,1
peranan lembaga swadaya masyarakat lsm terhadap penanganan kasus tindak pidana kekerasan seksual pada anak,0
model dan strategi pembelajaran anak berkebutuhan khusus dalam setting pendidikan inklusi,0
hubungan status gizi dengan perkembangan motorik kasar pada anak usia 13 tahun di kelurahan bitung kecamatan amurang kabupaten minahasa selatan,0
pengembangan aplikasi pembelajaran dan pengenalan isyarat kata sesuai sistem isyarat bahasa indonesia sibi dengan xtransformer,1
sistem pengolahan suara menggunakan algoritma fft fast fourier transform,1
pola asuh orang tua terhadap perilaku bullying remaja,0
pengaruh kompetensi dan gaya kepemimpinan transformasional terhadap kinerja pegawai dengan motivasi sebagai variabel intervening pada kantor inspektorat,0
dukungan pupuk organik untuk memperbaiki kualitas tanah pada pengelolaan padi sawah ramah lingkungan,0
penerapan lowcode platform dalam pengembangan aplikasi presensi,1
perancangan manajemen proyek digital sistem rekomendasi fb mealnow,1
teknik resampling untuk meningkatkan nilai akurasi algoritma random forest pada data prediksi kecacatan perangkat,1
pengembangan media pembelajaran bipa tingkat dasar berbasis web,1
pengaruh pemanfaatan google assistant dalam memenuhi kebutuhan sumber informasi,1
optimalisasi penerimaan negara penyesuaian insentif pajak atas investasi di ikn terhadap beps pilar 2,0
kajian kebijakan dan strategi pemerintah dalam upaya perlindungan tenaga kerja lokal dalam menghadapi masyarakat ekonomi asean,0
wakaf saham ditinjau dari hukum islam dan peraturanperundangundangan setelah berlakunya undangundang nomor 41 tahun 2004 tentang wakaf,0
faktorfaktor yang mempengaruhi keputusan generasi z dalam berinvestasi studi pada mahasiswa universitas kh a wahab hasbullah,0
representasi pendidikan karakter dalam film surau dan silek analisis semiotik ferdinand de saussure,0
peran perguruan tinggi dalam optimalisasi penyerapan tenaga kerja di kota pekanbaru,0
studi perbandingan pada metode cnnlstm dan lstm dalam mendeteksi emosi pada data teks berbahasa indonesia pada media sosial twitter,1
analisis pengaruh kedisiplinan kerja guru terhadap prestasi belajar siswa pada sma negeri 1 bumiayu kabupaten brebes,0
pemahaman model pembelajaran sebagai kesiapan praktik pengalaman lapangan ppl mahasiswa program studi pendidikan tata boga,0
pengantar teknologi internet of things iot,1
motivasi latihan fisik pada penderita diabetes mellitus,0
evolusi penggunaan teknologi web 30 semantic web,1
pembelajaran steam di sekolah dasar implementasi dan tantangan,0
peran orang tua dalam pendidikan anak di masa pandemi covid 19 studi di desa sai kecamatan soromandi kabupaten bima,0
machine learning untuk pendidikan mengapa dan bagaimana,1
pola asuh orang tua dan kenakalan remaja,0
wacana berita pt djarum dan bulu tangkis indonesia,0
penanganan abrasi pantai dengan penanaman mangrove di pantai ketapang,0
dampak urbanisasi bagi perkembangan kota di indonesia,0
hubungan antara prestasi belajar dengan kecerdasan emosional,0
efektifitas raspberry pi pada alat penerjemah bahasa isyarat,1
hubungan antara komunikasi internasional kebijakan pemerintah dan persaingan produk di pasar cipadu,0
kecerdasan buatan artificial intelligence sebagai alat bantu proses penyusunan undangundang dalam upaya menghadapi revolusi industri 40 di indonesia,1
